it,ft,bt,transmission,ownerNo,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats_1,Color,Gear Box,Drive Type,City
0,1,7,1,0.2,Mahindra,127,0.8157894736842053,494000.00000000006,Third Party,23017.0,0.6395511921458625,1198 CC,0.5,Orange,5 Speed,FWD,0
0,1,2,1,0.4,Hyundai,86,0.7368421052631575,525000.0,Comprehensive,83000.0,0.49754558204768573,1396 CC,0.375,Brown,6 Speed,FWD,0
0,4,2,1,0.2,Maruti,178,0.8684210526315752,550000.0,Comprehensive,62139.0,0.47089761570827493,998 CC,0.375,Red,5 Speed,FWD,0
0,3,2,1,0.2,Hyundai,85,0.7368421052631575,365000.0,Comprehensive,74000.0,0.4249649368863955,1086 CC,0.375,Grey,5 Speed,FWD,0
0,4,2,0,0.4,Renault,228,0.8157894736842053,420000.0,Comprehensive,26500.0,0.5946704067321177,999 CC,0.375,Red,5 Speed,FWD,0
0,4,7,0,0.2,Mahindra,140,0.973684210526315,1050000.0,Third Party insurance,10000.0,,1197 CC,0.375,White,6-speed AutoSHIFT,FWD,0
0,4,2,1,0.2,Honda,58,0.7368421052631575,394000.0,Third Party,38197.0,0.431977559607293,1198 CC,0.375,Others,5 Speed,FWD,0
0,4,2,0,0.4,Maruti,151,0.8421052631578902,725000.0,Comprehensive,23000.0,0.4375876577840111,1197 CC,0.375,Grey,CVT,FWD,0
0,4,2,1,0.2,Maruti,150,0.7368421052631575,240000.0,Third Party insurance,50000.0,0.48527349228611505,998 CC,0.375,Red,5 Speed,FWD,0
0,4,7,0,0.2,Renault,229,0.973684210526315,835000.0,Third Party insurance,10000.0,0.41900420757363255,999 CC,0.375,Others,5 Speed,,0
0,4,2,1,0.2,Hyundai,74,0.8947368421052602,695000.0,Third Party insurance,19000.0,0.41444600280504895,1197 CC,0.375,Blue,5 Speed,FWD,0
0,4,7,0,0.2,Kia,101,0.9210526315789451,1725000.0,Comprehensive,14000.0,0.3302945301542777,1353 CC,0.375,White,7-Speed DCT,FWD,0
0,4,2,1,0.2,Hyundai,71,0.7631578947368425,330000.0,Comprehensive,29268.0,0.4915848527349229,814 CC,0.375,White,5 Speed,FWD,0
0,4,8,0,0.2,Volkswagen,291,0.8947368421052602,990000.0,Third Party insurance,20000.0,0.38955119214586253,1197 CC,0.375,Others,7 Speed,FWD,0
0,4,8,1,0.2,Toyota,282,0.8684210526315752,750000.0,Third Party insurance,30000.0,0.3513323983169706,1496 CC,0.375,Others,6 Speed,FWD,0
0,4,2,0,0.2,Honda,63,0.8684210526315752,755000.0,,64374.0,,1199 CC,0.375,Grey,5 Speed,FWD,0
0,1,7,1,0.2,MG,116,0.9473684210526301,1750000.0,Third Party insurance,30000.0,0.36220196353436185,1956 CC,0.375,Others,6 Speed,FWD,0
0,4,2,1,0.2,Hyundai,85,0.6578947368421026,271000.0,Comprehensive,43679.0,0.4463534361851331,1086 CC,0.375,Silver,5 Speed,FWD,0
0,4,7,0,0.2,Hyundai,70,0.8684210526315752,1280000.0,Third Party insurance,40000.0,0.270687237026648,1591 CC,0.375,Others,6 Speed,FWD,0
0,1,2,1,0.2,Hyundai,86,0.7105263157894726,436000.00000000006,Third Party,40562.0,0.5420757363253856,1396 CC,0.375,Red,6 Speed,FWD,0
0,4,7,0,0.4,Hyundai,70,0.9473684210526301,1675000.0,Comprehensive,26500.0,,1397 CC,0.375,White,7-speed DCT,,0
0,4,7,0,0.2,Hyundai,81,0.8947368421052602,1250000.0,Third Party insurance,20000.0,0.388148667601683,998 CC,0.375,Others,7-Speed,FWD,0
0,1,7,0,0.2,Mahindra,141,0.8157894736842053,1350000.0,Third Party insurance,58600.0,,2179 CC,0.625,Silver,6 Speed,FWD,0
0,4,7,0,0.2,Hyundai,81,0.8947368421052602,1250000.0,Third Party insurance,20000.0,0.388148667601683,998 CC,0.375,Others,7-Speed,FWD,0
0,4,2,0,0.2,Maruti,154,0.7894736842105203,475000.0,2,65017.0,0.561711079943899,998 CC,0.375,White,5 Speed ,FWD,0
0,1,8,0,0.4,BMW,12,0.6052631578947327,600000.0,Third Party insurance,80000.0,0.21458625525946703,1995 CC,0.375,Others,6 Speed,,0
0,4,7,0,0.2,Kia,101,0.9210526315789451,1625000.0,Third Party insurance,20000.0,0.3302945301542777,1353 CC,0.375,Others,7-Speed DCT,FWD,0
0,1,8,0,0.2,Skoda,240,0.7631578947368425,1650000.0,,36349.0,0.35483870967741926,1968 CC,0.375,White,6 Speed,FWD,0
0,4,2,1,0.6000000000000001,Hyundai,85,0.6315789473684177,249000.00000000003,Third Party insurance,80000.0,0.46563814866760167,1197 CC,0.375,Others,5 Speed,FWD,0
0,4,7,1,0.4,Renault,226,0.7631578947368425,630000.0,,83394.0,0.21598877980364659,1598 CC,0.375,Red,5 Speed,FWD,0
0,4,2,1,0.6000000000000001,Hyundai,85,0.6315789473684177,249000.00000000003,Third Party insurance,80000.0,0.46563814866760167,1197 CC,0.375,Others,5 Speed,FWD,0
0,4,2,1,0.2,Maruti,150,0.8421052631578902,385000.0,Third Party,52204.0,0.6069424964936886,998 CC,0.375,Silver,5 Speed,,0
0,4,2,1,0.6000000000000001,Hyundai,86,0.7105263157894726,300000.0,Third Party insurance,110000.0,,1197 CC,0.375,Red,5 Speed,FWD,0
0,4,2,1,0.4,Maruti,149,0.7631578947368425,276000.0,Comprehensive,29813.0,0.5248948106591865,796 CC,0.375,Others,5 Speed,,0
0,4,2,1,0.2,Ford,51,0.8684210526315752,500000.0,Third Party insurance,30000.0,0.3884992987377279,1196 CC,0.375,Gray,5 Speed,FWD,0
0,4,2,0,0.2,Maruti,166,0.9210526315789451,730000.0,Comprehensive,13345.0,0.48422159887798033,1197 CC,0.375,White,5 Speed,FWD,0
0,4,2,1,0.2,Hyundai,74,0.7631578947368425,399000.0,Comprehensive,75000.0,0.41444600280504895,1197 CC,0.375,Grey,5 Speed,FWD,0
0,4,2,1,0.4,Hyundai,85,0.6842105263157876,312000.0,Comprehensive,75523.0,0.46563814866760167,1197 CC,0.375,Red,5 Speed,FWD,0
0,1,7,1,0.2,Mahindra,141,0.7894736842105203,1275000.0,Comprehensive,47000.0,,2179 CC,0.625,Silver,6 Speed,FWD,0
0,4,4,1,0.2,Renault,232,0.9210526315789451,719000.0,Comprehensive,28253.0,,999 CC,0.625,Silver,5 Speed,,0
0,1,7,1,0.2,Hyundai,70,0.8157894736842053,1260000.0,Third Party insurance,50000.0,0.4414446002805049,1582 CC,0.375,White,6 Speed,FWD,0
0,4,2,1,0.4,Hyundai,85,0.6578947368421026,300000.0,Third Party insurance,90000.0,0.46563814866760167,1197 CC,0.375,Others,5 Speed,FWD,0
0,4,2,1,0.2,Hyundai,86,0.8157894736842053,627000.0,Comprehensive,52571.0,0.40392706872370265,1197 CC,0.375,Grey,5 Speed,FWD,0
0,1,8,0,0.4,BMW,12,0.6578947368421026,1300000.0,Third Party insurance,70000.0,0.3152173913043478,1995 CC,0.375,Others,6 Speed,,0
0,4,8,1,0.2,Honda,60,0.7894736842105203,672000.0,Comprehensive,61993.0,0.3618513323983169,1497 CC,0.375,Silver,5 Speed ,FWD,0
0,1,7,0,0.2,Hyundai,80,0.8421052631578902,1825000.0,Comprehensive,57000.0,0.326086956521739,1995 CC,0.375,White,6 Speed,2WD,0
0,4,2,1,0.2,Hyundai,86,0.7368421052631575,440000.00000000006,Comprehensive,36359.0,0.4004207573632538,1197 CC,0.375,Blue,5 Speed,FWD,0
0,1,7,1,0.4,Tata,245,0.8947368421052602,1460000.0,Third Party insurance,70000.0,,1956 CC,0.375,Others,6,FWD,0
0,4,8,0,0.2,Hyundai,82,0.8421052631578902,1033000.0,Comprehensive,30301.0,,1591 CC,0.375,Black,6 Speed,FWD,0
0,4,2,1,0.2,Hyundai,85,0.6578947368421026,275000.0,Comprehensive,66000.0,0.46563814866760167,1197 CC,0.375,Golden,5 Speed,FWD,0
0,4,2,1,0.2,Hyundai,86,0.8421052631578902,676000.0,Comprehensive,56010.0,0.40392706872370265,1197 CC,0.375,White,5 Speed,FWD,0
0,1,7,1,0.4,Nissan,221,0.7631578947368425,650000.0,Third Party insurance,60000.0,0.4183029453015428,1461 CC,0.375,Others,6 Speed,FWD,0
0,1,2,1,0.2,Maruti,173,0.7631578947368425,444000.00000000006,Third Party insurance,83829.0,0.6353436185133239,1248 CC,0.375,Red,5 Speed,FWD,0
0,4,2,0,0.2,Renault,228,0.9210526315789451,509999.99999999994,Third Party insurance,10000.0,,999 CC,0.375,Others,5 Speed,FWD,0
0,1,7,0,0.4,Renault,226,0.8157894736842053,925000.0,Comprehensive,35000.0,0.43899018232819076,1461 CC,0.375,Grey,6 Speed,FWD,0
0,4,8,0,0.4,Honda,60,0.8947368421052602,1024000.0,Comprehensive,51116.0,,1497 CC,0.375,White,CVT,FWD,0
0,1,8,1,0.6000000000000001,Skoda,238,0.8157894736842053,500000.0,Third Party insurance,80000.0,0.49298737727910236,1498 CC,0.375,Others,5-speed,FWD,0
0,4,2,0,0.4,Volkswagen,286,0.8421052631578902,994999.9999999999,Third Party insurance,40000.0,0.3551893408134642,1197 CC,0.375,Others,7 Speed,FWD,0
0,4,7,0,0.4,Honda,59,0.7105263157894726,935000.0,Comprehensive,85565.0,0.14095371669004206,2354 CC,0.375,White,5 Speed,AWD,0
0,4,7,1,0.2,Ford,47,0.8684210526315752,834000.0,Comprehensive,36916.0,,1497 CC,0.375,Others,5 Speed,FWD,0
0,1,2,1,0.2,Volkswagen,286,0.7894736842105203,560000.0,Third Party insurance,90000.0,0.45792426367461425,1498 CC,0.375,Others,5 Speed,FWD,0
0,4,2,1,0.2,Maruti,173,0.7105263157894726,454000.0,Comprehensive,112795.0,0.5364656381486675,1197 CC,0.375,Silver,5-Speed,,0
0,4,4,1,0.4,Toyota,276,0.7631578947368425,1100000.0,Third Party insurance,120000.0,0.15147265077138852,1998 CC,0.625,Others,5 Speed,RWD,0
0,4,2,1,0.4,Honda,58,0.8157894736842053,462000.0,Comprehensive,36685.0,0.431977559607293,1198 CC,0.375,Red,5 Speed,FWD,0
0,1,7,0,0.4,Hyundai,76,0.7105263157894726,900000.0,Third Party insurance,120000.0,0.1626928471248247,2199 CC,0.625,Others,6 speed ,AWD,0
0,4,2,0,0.4,Maruti,151,0.8947368421052602,843000.0,Third Party,32184.0,0.5021037868162692,1197 CC,0.375,Silver,CVT,FWD,0
0,4,2,1,0.2,Maruti,152,0.8684210526315752,799000.0,Comprehensive,32279.0,0.4915848527349229,998 CC,0.375,White,5 Speed,FWD,0
0,4,2,1,0.2,Hyundai,86,0.7894736842105203,576000.0,Comprehensive,59698.0,0.40392706872370265,1197 CC,0.375,White,5 Speed,FWD,0
0,1,7,1,0.2,Renault,225,0.8684210526315752,949000.0,Comprehensive,46071.0,0.4659887798036466,1461 CC,0.375,Grey,6 Speed,,0
0,1,7,1,0.2,Maruti,177,0.8421052631578902,795000.0,Third Party insurance,90000.0,0.6037868162692847,1248 CC,0.375,Yellow,5 Speed,FWD,0
0,4,7,1,0.2,Hyundai,81,0.8947368421052602,1085000.0,Third Party,9554.0,0.3923562412342215,998 CC,0.375,Blue,6-Speed,FWD,0
0,1,7,1,0.4,Renault,226,0.7368421052631575,516000.0,Third Party,74499.0,0.4687938288920055,1461 CC,0.375,Brown,5 speed,FWD,0
0,4,7,0,0.4,Ford,47,0.8421052631578902,777000.0,Comprehensive,56211.0,0.270687237026648,1497 CC,0.375,Grey,6 Speed,FWD,0
0,4,2,1,0.2,Honda,63,0.8947368421052602,753000.0,Comprehensive,9001.0,0.38990182328190737,1199 CC,0.375,White,5 Speed,FWD,0
0,1,7,0,0.4,Mahindra,141,0.8421052631578902,1226000.0,Third Party insurance,65457.0,,1997 CC,0.625,Orange,6 Speed,FWD,0
0,4,2,1,0.2,Honda,63,0.8421052631578902,725000.0,Comprehensive,23682.0,0.4074333800841514,1199 CC,0.375,Red,5 Speed,FWD,0
0,1,8,1,0.2,Hyundai,82,0.9210526315789451,1150000.0,Third Party insurance,50000.0,,1582 CC,0.375,Red,6 Speed,FWD,0
0,1,2,1,0.4,Maruti,173,0.7894736842105203,629000.0,Comprehensive,134557.0,0.6353436185133239,1248 CC,0.375,White,5 Speed,FWD,0
0,4,8,1,0.4,Maruti,174,0.7368421052631575,447000.0,Comprehensive,96567.0,0.5375175315568022,1197 CC,0.375,Blue,5 Speed,,0
0,4,2,1,0.6000000000000001,Maruti,154,0.7894736842105203,400000.0,Third Party insurance,120000.0,0.561711079943899,998 CC,0.375,White,5 Speed ,FWD,0
0,1,4,1,0.4,Maruti,159,0.7631578947368425,786000.0,Comprehensive,83007.0,0.4800140252454418,1248 CC,0.625,White,5 Speed ,FWD,0
0,4,2,1,0.2,Honda,63,0.8684210526315752,745000.0,Comprehensive,34000.0,0.4074333800841514,1199 CC,0.375,Maroon,5 Speed,FWD,0
0,4,2,0,0.2,Hyundai,74,0.7631578947368425,490000.00000000006,Comprehensive,81634.0,0.41444600280504895,1197 CC,0.375,White,4 Speed,FWD,0
0,4,8,0,0.4,Honda,60,0.8421052631578902,942000.0,Comprehensive,57284.0,,1497 CC,0.375,Brown,CVT,FWD,0
0,4,7,0,0.4,Ford,47,0.8157894736842053,675000.0,Third Party insurance,70000.0,0.29978962131837306,1499 CC,0.375,Silver,6 Speed,FWD,0
0,4,2,1,0.4,Honda,58,0.7368421052631575,330000.0,Third Party insurance,70000.0,0.431977559607293,1198 CC,0.375,Red,5 Speed,FWD,0
0,4,8,0,0.4,Toyota,282,0.8684210526315752,875000.0,Third Party insurance,46429.0,0.3758765778401122,1496 CC,0.375,White,7 Speed CVT,FWD,0
0,4,2,1,0.2,Maruti,151,0.8421052631578902,869000.0,Comprehensive,17624.0,0.5021037868162692,1197 CC,0.375,White,5 Speed,FWD,0
0,1,8,1,0.4,Volkswagen,291,0.7105263157894726,425000.0,Third Party insurance,100000.0,0.4719495091164094,1598 CC,0.375,Blue,5 Speed,FWD,0
0,4,8,1,0.2,Honda,60,0.8947368421052602,1070000.0,Third Party insurance,30000.0,0.3618513323983169,1497 CC,0.375,Others,5 Speed,FWD,0
0,4,7,1,0.4,Ford,47,0.8684210526315752,1025000.0,Third Party insurance,49690.0,0.30925666199158486,1496 CC,0.375,Blue,5 Speed,FWD,0
0,1,7,1,0.2,Mahindra,141,0.8157894736842053,1000000.0,Third Party insurance,110000.0,,2179 CC,0.625,White,6 Speed ,FWD,0
0,4,8,1,0.2,Fiat,40,0.6315789473684177,375000.0,Third Party insurance,50000.0,,1368 CC,0.375,Gray,Five Speed Manual,Front Wheel Drive,0
0,4,8,1,0.2,Fiat,40,0.6315789473684177,375000.0,Third Party insurance,50000.0,,1368 CC,0.375,Gray,Five Speed Manual,Front Wheel Drive,0
0,4,7,0,0.2,Ford,47,0.8684210526315752,844000.0,Comprehensive,55702.0,0.270687237026648,1497 CC,0.375,Silver,6 Speed,FWD,0
0,1,2,1,0.2,Hyundai,87,0.8157894736842053,764000.0,Third Party insurance,45046.0,0.49474053295932674,1396 CC,0.375,Brown,6 Speed,FWD,0
0,4,2,1,0.4,Maruti,169,0.7631578947368425,420000.0,Third Party insurance,53000.0,0.4004207573632538,1197 CC,0.375,Silver,5 Speed,FWD,0
0,1,2,1,0.2,Maruti,151,0.8157894736842053,684000.0,Third Party insurance,94695.0,0.7121318373071528,1248 CC,0.375,Red,5 Speed,FWD,0
0,4,2,1,0.2,Maruti,151,0.8947368421052602,802999.9999999999,Zero Dep,22162.0,0.5021037868162692,1197 CC,0.375,Silver,5 Speed,FWD,0
0,4,2,1,0.4,Hyundai,78,0.6578947368421026,320000.0,Third Party insurance,70000.0,0.38008415147265084,1086 CC,0.375,Others,5 Speed,FWD,0
0,1,8,1,0.2,Honda,60,0.8421052631578902,803999.9999999999,Comprehensive,115331.0,,1498 CC,0.375,Silver,6 Speed,FWD,0
0,1,8,0,0.4,Mercedes-Benz,192,0.7368421052631575,1400000.0,Third Party insurance,70000.0,,2148 CC,0.375,Others,5 Speed,RWD,0
0,4,2,1,0.4,Maruti,173,0.8157894736842053,548000.0,Comprehensive,42233.0,0.5364656381486675,1197 CC,0.375,White,5-Speed,,0
0,4,2,1,0.2,Hyundai,74,0.8947368421052602,619000.0,Comprehensive,20941.0,0.41444600280504895,1197 CC,0.375,Others,5 Speed,FWD,0
